SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed
11039,4/2/2020,,Finland,4/2/2020 8:53,1518
11040,4/2/2020,,France,4/2/2020 8:53,59105
11041,4/2/2020,,Gabon,4/2/2020 8:53,21
11042,4/2/2020,,Gambia,4/2/2020 8:53,4
11043,4/2/2020,,Georgia,4/2/2020 8:53,134
11044,4/2/2020,,Germany,4/2/2020 8:53,84794
11045,4/2/2020,,Ghana,4/2/2020 8:53,204
11046,4/2/2020,,Greece,4/2/2020 8:53,1544
11047,4/2/2020,,Grenada,4/2/2020 8:53,10
11048,4/2/2020,,Guatemala,4/2/2020 8:53,47
11049,4/2/2020,,Guinea,4/2/2020 8:53,52
11050,4/2/2020,,Guinea-Bissau,4/2/2020 8:53,9
11051,4/2/2020,,Guyana,4/2/2020 8:53,19
11052,4/2/2020,,Haiti,4/2/2020 8:53,16
11053,4/2/2020,,Holy See,4/2/2020 8:53,7
11054,4/2/2020,,Honduras,4/2/2020 8:53,219
11055,4/2/2020,,Hungary,4/2/2020 8:53,585
11056,4/2/2020,,Iceland,4/2/2020 8:53,1319
11057,4/2/2020,,India,4/2/2020 8:53,2543
11058,4/2/2020,,Indonesia,4/2/2020 8:53,1790
11059,4/2/2020,,Iran,4/2/2020 8:53,50468
11060,4/2/2020,,Iraq,4/2/2020 8:53,772
11061,4/2/2020,,Ireland,4/2/2020 8:53,3849
11062,4/2/2020,,Israel,4/2/2020 8:53,6857
11063,4/2/2020,,Italy,4/2/2020 8:53,115242
11064,4/2/2020,,Ivory Coast,4/2/2020 8:53,194
11065,4/2/2020,,Jamaica,4/2/2020 8:53,47
11066,4/2/2020,,Japan,4/2/2020 8:53,2495
11067,4/2/2020,,Jordan,4/2/2020 8:53,299
11068,4/2/2020,,Kazakhstan,4/2/2020 8:53,435
11069,4/2/2020,,Kenya,4/2/2020 8:53,110
11070,4/2/2020,,Kosovo,4/2/2020 8:53,125
11071,4/2/2020,,Kuwait,4/2/2020 8:53,342
11072,4/2/2020,,Kyrgyzstan,4/2/2020 8:53,116
11073,4/2/2020,,Laos,4/2/2020 8:53,10
11074,4/2/2020,,Latvia,4/2/2020 8:53,458
11075,4/2/2020,,Lebanon,4/2/2020 8:53,494
11076,4/2/2020,,Liberia,4/2/2020 8:53,6
11077,4/2/2020,,Libya,4/2/2020 8:53,11
11078,4/2/2020,,Liechtenstein,4/2/2020 8:53,75
11079,4/2/2020,,Lithuania,4/2/2020 8:53,649
11080,4/2/2020,,Luxembourg,4/2/2020 8:53,2487
11081,4/2/2020,,MS Zaandam,4/2/2020 8:53,9
11082,4/2/2020,,Madagascar,4/2/2020 8:53,59
11083,4/2/2020,,Malawi,4/2/2020 8:53,3
11084,4/2/2020,,Malaysia,4/2/2020 8:53,3116
11085,4/2/2020,,Maldives,4/2/2020 8:53,19
11086,4/2/2020,,Mali,4/2/2020 8:53,36
11087,4/2/2020,,Malta,4/2/2020 8:53,196
11088,4/2/2020,,Mauritania,4/2/2020 8:53,6
11089,4/2/2020,,Mauritius,4/2/2020 8:53,169
11090,4/2/2020,,Mexico,4/2/2020 8:53,1378
11091,4/2/2020,,Moldova,4/2/2020 8:53,505
11092,4/2/2020,,Monaco,4/2/2020 8:53,60
11093,4/2/2020,,Mongolia,4/2/2020 8:53,14
11094,4/2/2020,,Montenegro,4/2/2020 8:53,144
11095,4/2/2020,,Morocco,4/2/2020 8:53,708
11096,4/2/2020,,Mozambique,4/2/2020 8:53,10
11097,4/2/2020,,Namibia,4/2/2020 8:53,14
11098,4/2/2020,,Nepal,4/2/2020 8:53,6
11099,4/2/2020,,Netherlands,4/2/2020 8:53,14697
11100,4/2/2020,,New Zealand,4/2/2020 8:53,797
11101,4/2/2020,,Nicaragua,4/2/2020 8:53,5
11102,4/2/2020,,Niger,4/2/2020 8:53,98
11103,4/2/2020,,Nigeria,4/2/2020 8:53,184
11104,4/2/2020,,North Macedonia,4/2/2020 8:53,384
11105,4/2/2020,,Norway,4/2/2020 8:53,5147
11106,4/2/2020,,Oman,4/2/2020 8:53,231
11107,4/2/2020,,Pakistan,4/2/2020 8:53,2421
11108,4/2/2020,,Panama,4/2/2020 8:53,1317
11109,4/2/2020,,Papua New Guinea,4/2/2020 8:53,1
11110,4/2/2020,,Paraguay,4/2/2020 8:53,77
11111,4/2/2020,,Peru,4/2/2020 8:53,1414
11112,4/2/2020,,Philippines,4/2/2020 8:53,2633
11113,4/2/2020,,Poland,4/2/2020 8:53,2946
11114,4/2/2020,,Portugal,4/2/2020 8:53,9034
11115,4/2/2020,,Qatar,4/2/2020 8:53,949
11116,4/2/2020,,Romania,4/2/2020 8:53,2738
11117,4/2/2020,,Russia,4/2/2020 8:53,3548
11118,4/2/2020,,Rwanda,4/2/2020 8:53,84
11119,4/2/2020,,Saint Kitts and Nevis,4/2/2020 8:53,9
11120,4/2/2020,,Saint Lucia,4/2/2020 8:53,13
11121,4/2/2020,,Saint Vincent and the Grenadines,4/2/2020 8:53,2
11122,4/2/2020,,San Marino,4/2/2020 8:53,245
11123,4/2/2020,,Saudi Arabia,4/2/2020 8:53,1885
11124,4/2/2020,,Senegal,4/2/2020 8:53,195
11125,4/2/2020,,Serbia,4/2/2020 8:53,1171
11126,4/2/2020,,Seychelles,4/2/2020 8:53,10
11127,4/2/2020,,Sierra Leone,4/2/2020 8:53,2
11128,4/2/2020,,Singapore,4/2/2020 8:53,1049
11129,4/2/2020,,Slovakia,4/2/2020 8:53,426
11130,4/2/2020,,Slovenia,4/2/2020 8:53,897
11131,4/2/2020,,Somalia,4/2/2020 8:53,5
11132,4/2/2020,,South Africa,4/2/2020 8:53,1462
11133,4/2/2020,,South Korea,4/2/2020 8:53,9976
11134,4/2/2020,,Spain,4/2/2020 8:53,112065
11135,4/2/2020,,Sri Lanka,4/2/2020 8:53,151
11136,4/2/2020,,Sudan,4/2/2020 8:53,8
11137,4/2/2020,,Suriname,4/2/2020 8:53,10
11138,4/2/2020,,Sweden,4/2/2020 8:53,5568
11139,4/2/2020,,Switzerland,4/2/2020 8:53,18827
11140,4/2/2020,,Syria,4/2/2020 8:53,16
11141,4/2/2020,,Taiwan,4/2/2020 8:53,339
11142,4/2/2020,,Tanzania,4/2/2020 8:53,20
11143,4/2/2020,,Thailand,4/2/2020 8:53,1875
11144,4/2/2020,,Timor-Leste,4/2/2020 8:53,1
11145,4/2/2020,,Togo,4/2/2020 8:53,39
11146,4/2/2020,,Trinidad and Tobago,4/2/2020 8:53,94
11147,4/2/2020,,Tunisia,4/2/2020 8:53,455
11148,4/2/2020,,Turkey,4/2/2020 8:53,18135
11149,4/2/2020,,UK,4/2/2020 8:53,33718
11150,4/2/2020,,Uganda,4/2/2020 8:53,45
11151,4/2/2020,,Ukraine,4/2/2020 8:53,897
11152,4/2/2020,,United Arab Emirates,4/2/2020 8:53,1024
11153,4/2/2020,,Uruguay,4/2/2020 8:53,350
11154,4/2/2020,,Uzbekistan,4/2/2020 8:53,205
11155,4/2/2020,,Venezuela,4/2/2020 8:53,146
11156,4/2/2020,,Vietnam,4/2/2020 8:53,233
11157,4/2/2020,,West Bank and Gaza,4/2/2020 8:53,161
11158,4/2/2020,,Zambia,4/2/2020 8:53,39
11159,4/2/2020,,Zimbabwe,4/2/2020 8:53,9
11160,4/2/2020,Alabama,US,4/2/2020 8:53,1233
11161,4/2/2020,Alaska,US,4/2/2020 8:53,143
11162,4/2/2020,Alberta,Canada,4/2/2020 8:53,969
11163,4/2/2020,Anguilla,UK,4/2/2020 8:53,3
11164,4/2/2020,Anhui,Mainland China,4/2/2020 8:53,990
11165,4/2/2020,Arizona,US,4/2/2020 8:53,1715
11166,4/2/2020,Arkansas,US,4/2/2020 8:53,643
11167,4/2/2020,Aruba,Netherlands,4/2/2020 8:53,60
11168,4/2/2020,Australian Capital Territory,Australia,4/2/2020 8:53,87
11169,4/2/2020,Beijing,Mainland China,4/2/2020 8:53,582
11170,4/2/2020,Bermuda,UK,4/2/2020 8:53,35
11171,4/2/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,4/2/2020 8:53,2
11172,4/2/2020,British Columbia,Canada,4/2/2020 8:53,1121
11173,4/2/2020,British Virgin Islands,UK,4/2/2020 8:53,3
11174,4/2/2020,California,US,4/2/2020 8:53,10773
11175,4/2/2020,Cayman Islands,UK,4/2/2020 8:53,28
11176,4/2/2020,Channel Islands,UK,4/2/2020 8:53,193
11177,4/2/2020,Chongqing,Mainland China,4/2/2020 8:53,579
11178,4/2/2020,Colorado,US,4/2/2020 8:53,3342
11179,4/2/2020,Connecticut,US,4/2/2020 8:53,3824
11180,4/2/2020,Curacao,Netherlands,4/2/2020 8:53,11
11181,4/2/2020,Delaware,US,4/2/2020 8:53,393
11182,4/2/2020,Diamond Princess cruise ship,Canada,4/2/2020 8:53,0
11183,4/2/2020,Diamond Princess cruise ship,US,4/2/2020 8:53,49
11184,4/2/2020,District of Columbia,US,4/2/2020 8:53,653
11185,4/2/2020,Faroe Islands,Denmark,4/2/2020 8:53,177
11186,4/2/2020,Florida,US,4/2/2020 8:53,9008
11187,4/2/2020,French Guiana,France,4/2/2020 8:53,51
11188,4/2/2020,French Polynesia,France,4/2/2020 8:53,37
11189,4/2/2020,Fujian,Mainland China,4/2/2020 8:53,345
11190,4/2/2020,Gansu,Mainland China,4/2/2020 8:53,138
11191,4/2/2020,Georgia,US,4/2/2020 8:53,5348
11192,4/2/2020,Gibraltar,UK,4/2/2020 8:53,88
11193,4/2/2020,Grand Princess,Canada,4/2/2020 8:53,13
11194,4/2/2020,Grand Princess,US,4/2/2020 8:53,103
11195,4/2/2020,Greenland,Denmark,4/2/2020 8:53,10
11196,4/2/2020,Guadeloupe,France,4/2/2020 8:53,128
11197,4/2/2020,Guam,US,4/2/2020 8:53,82
11198,4/2/2020,Guangdong,Mainland China,4/2/2020 8:53,1507
11199,4/2/2020,Guangxi,Mainland China,4/2/2020 8:53,254
11200,4/2/2020,Guizhou,Mainland China,4/2/2020 8:53,146
11201,4/2/2020,Hainan,Mainland China,4/2/2020 8:53,168
11202,4/2/2020,Hawaii,US,4/2/2020 8:53,256
11203,4/2/2020,Hebei,Mainland China,4/2/2020 8:53,325
11204,4/2/2020,Heilongjiang,Mainland China,4/2/2020 8:53,488
11205,4/2/2020,Henan,Mainland China,4/2/2020 8:53,1276
11206,4/2/2020,Hong Kong,Hong Kong,4/2/2020 8:53,802
11207,4/2/2020,Hubei,Mainland China,4/2/2020 8:53,67802
11208,4/2/2020,Hunan,Mainland China,4/2/2020 8:53,1019
11209,4/2/2020,Idaho,US,4/2/2020 8:53,776
11210,4/2/2020,Illinois,US,4/2/2020 8:53,7695
11211,4/2/2020,Indiana,US,4/2/2020 8:53,3038
11212,4/2/2020,Inner Mongolia,Mainland China,4/2/2020 8:53,117
11213,4/2/2020,Iowa,US,4/2/2020 8:53,614
11214,4/2/2020,Isle of Man,UK,4/2/2020 8:53,95
11215,4/2/2020,Jiangsu,Mainland China,4/2/2020 8:53,647
11216,4/2/2020,Jiangxi,Mainland China,4/2/2020 8:53,937
11217,4/2/2020,Jilin,Mainland China,4/2/2020 8:53,98
11218,4/2/2020,Kansas,US,4/2/2020 8:53,553
11219,4/2/2020,Kentucky,US,4/2/2020 8:53,770
11220,4/2/2020,Liaoning,Mainland China,4/2/2020 8:53,141
11221,4/2/2020,Louisiana,US,4/2/2020 8:53,9149
11222,4/2/2020,Macau,Macau,4/2/2020 8:53,41
11223,4/2/2020,Maine,US,4/2/2020 8:53,376
11224,4/2/2020,Manitoba,Canada,4/2/2020 8:53,167
11225,4/2/2020,Martinique,France,4/2/2020 8:53,138
11226,4/2/2020,Maryland,US,4/2/2020 8:53,2331
11227,4/2/2020,Massachusetts,US,4/2/2020 8:53,8966
11228,4/2/2020,Mayotte,France,4/2/2020 8:53,116
11229,4/2/2020,Michigan,US,4/2/2020 8:53,10791
11230,4/2/2020,Minnesota,US,4/2/2020 8:53,742
11231,4/2/2020,Mississippi,US,4/2/2020 8:53,1177
11232,4/2/2020,Missouri,US,4/2/2020 8:53,1857
11233,4/2/2020,Montana,US,4/2/2020 8:53,241
11234,4/2/2020,Montserrat,UK,4/2/2020 8:53,5
11235,4/2/2020,Nebraska,US,4/2/2020 8:53,246
11236,4/2/2020,Nevada,US,4/2/2020 8:53,1463
11237,4/2/2020,New Brunswick,Canada,4/2/2020 8:53,91
11238,4/2/2020,New Caledonia,France,4/2/2020 8:53,18
11239,4/2/2020,New Hampshire,US,4/2/2020 8:53,316
11240,4/2/2020,New Jersey,US,4/2/2020 8:53,25590
11241,4/2/2020,New Mexico,US,4/2/2020 8:53,388
11242,4/2/2020,New South Wales,Australia,4/2/2020 8:53,2298
11243,4/2/2020,New York,US,4/2/2020 8:53,92506
11244,4/2/2020,Newfoundland and Labrador,Canada,4/2/2020 8:53,183
11245,4/2/2020,Ningxia,Mainland China,4/2/2020 8:53,75
11246,4/2/2020,North Carolina,US,4/2/2020 8:53,1977
11247,4/2/2020,North Dakota,US,4/2/2020 8:53,159
11248,4/2/2020,Northern Mariana Islands,US,4/2/2020 8:53,6
11249,4/2/2020,Northern Territory,Australia,4/2/2020 8:53,21
11250,4/2/2020,Northwest Territories,Canada,4/2/2020 8:53,2
11251,4/2/2020,Nova Scotia,Canada,4/2/2020 8:53,193
11252,4/2/2020,Ohio,US,4/2/2020 8:53,2901
11253,4/2/2020,Oklahoma,US,4/2/2020 8:53,881
11254,4/2/2020,Ontario,Canada,4/2/2020 8:53,2793
11255,4/2/2020,Oregon,US,4/2/2020 8:53,826
11256,4/2/2020,Pennsylvania,US,4/2/2020 8:53,7268
11257,4/2/2020,Prince Edward Island,Canada,4/2/2020 8:53,22
11258,4/2/2020,Puerto Rico,US,4/2/2020 8:53,316
11259,4/2/2020,Qinghai,Mainland China,4/2/2020 8:53,18
11260,4/2/2020,Quebec,Canada,4/2/2020 8:53,5518
11261,4/2/2020,Queensland,Australia,4/2/2020 8:53,835
11262,4/2/2020,Recovered,Canada,4/2/2020 8:53,0
11263,4/2/2020,Recovered,US,4/2/2020 8:53,0
11264,4/2/2020,Reunion,France,4/2/2020 8:53,308
11265,4/2/2020,Rhode Island,US,4/2/2020 8:53,645
11266,4/2/2020,Saint Barthelemy,France,4/2/2020 8:53,6
11267,4/2/2020,Saskatchewan,Canada,4/2/2020 8:53,206
11268,4/2/2020,Shaanxi,Mainland China,4/2/2020 8:53,255
11269,4/2/2020,Shandong,Mainland China,4/2/2020 8:53,775
11270,4/2/2020,Shanghai,Mainland China,4/2/2020 8:53,522
11271,4/2/2020,Shanxi,Mainland China,4/2/2020 8:53,137
11272,4/2/2020,Sichuan,Mainland China,4/2/2020 8:53,554
11273,4/2/2020,Sint Maarten,Netherlands,4/2/2020 8:53,18
11274,4/2/2020,South Australia,Australia,4/2/2020 8:53,367
11275,4/2/2020,South Carolina,US,4/2/2020 8:53,1554
11276,4/2/2020,South Dakota,US,4/2/2020 8:53,165
11277,4/2/2020,St Martin,France,4/2/2020 8:53,22
11278,4/2/2020,Tasmania,Australia,4/2/2020 8:53,72
11279,4/2/2020,Tennessee,US,4/2/2020 8:53,3013
11280,4/2/2020,Texas,US,4/2/2020 8:53,5069
11281,4/2/2020,Tianjin,Mainland China,4/2/2020 8:53,176
11282,4/2/2020,Tibet,Mainland China,4/2/2020 8:53,1
11283,4/2/2020,Turks and Caicos Islands,UK,4/2/2020 8:53,5
11284,4/2/2020,Utah,US,4/2/2020 8:53,1092
11285,4/2/2020,Vermont,US,4/2/2020 8:53,338
11286,4/2/2020,Victoria,Australia,4/2/2020 8:53,1036
11287,4/2/2020,Virgin Islands,US,4/2/2020 8:53,30
11288,4/2/2020,Virginia,US,4/2/2020 8:53,1706
11289,4/2/2020,Washington,US,4/2/2020 8:53,6389
11290,4/2/2020,West Virginia,US,4/2/2020 8:53,216
11291,4/2/2020,Western Australia,Australia,4/2/2020 8:53,400
11292,4/2/2020,Wisconsin,US,4/2/2020 8:53,1748
11293,4/2/2020,Wyoming,US,4/2/2020 8:53,150
11294,4/2/2020,Xinjiang,Mainland China,4/2/2020 8:53,76
11295,4/2/2020,Yukon,Canada,4/2/2020 8:53,6
11296,4/2/2020,Yunnan,Mainland China,4/2/2020 8:53,183
11297,4/2/2020,Zhejiang,Mainland China,4/2/2020 8:53,1258
11298,4/3/2020,,Afghanistan,4/3/2020 22:52,281
11299,4/3/2020,,Albania,4/3/2020 22:52,304
11300,4/3/2020,,Algeria,4/3/2020 22:52,1171
11301,4/3/2020,,Andorra,4/3/2020 22:52,439
11302,4/3/2020,,Angola,4/3/2020 22:52,8
11303,4/3/2020,,Antigua and Barbuda,4/3/2020 22:52,15
11304,4/3/2020,,Argentina,4/3/2020 22:52,1265
11305,4/3/2020,,Armenia,4/3/2020 22:52,736
11306,4/3/2020,,Austria,4/3/2020 22:52,11524
11307,4/3/2020,,Azerbaijan,4/3/2020 22:52,443
11308,4/3/2020,,Bahamas,4/3/2020 22:52,24
11309,4/3/2020,,Bahrain,4/3/2020 22:52,672
11310,4/3/2020,,Bangladesh,4/3/2020 22:52,61
11311,4/3/2020,,Barbados,4/3/2020 22:52,51
11312,4/3/2020,,Belarus,4/3/2020 22:52,351
11313,4/3/2020,,Belgium,4/3/2020 22:52,16770
11314,4/3/2020,,Belize,4/3/2020 22:52,4
11315,4/3/2020,,Benin,4/3/2020 22:52,16
11316,4/3/2020,,Bhutan,4/3/2020 22:52,5
11317,4/3/2020,,Bolivia,4/3/2020 22:52,132
11318,4/3/2020,,Bosnia and Herzegovina,4/3/2020 22:52,579
11319,4/3/2020,,Botswana,4/3/2020 22:52,4
11320,4/3/2020,,Brazil,4/3/2020 22:52,9056
11321,4/3/2020,,Brunei,4/3/2020 22:52,134
11322,4/3/2020,,Bulgaria,4/3/2020 22:52,485
11323,4/3/2020,,Burkina Faso,4/3/2020 22:52,302
11324,4/3/2020,,Burma,4/3/2020 22:52,20
11325,4/3/2020,,Burundi,4/3/2020 22:52,3
11326,4/3/2020,,Cabo Verde,4/3/2020 22:52,6
11327,4/3/2020,,Cambodia,4/3/2020 22:52,114
11328,4/3/2020,,Cameroon,4/3/2020 22:52,509
11329,4/3/2020,,Central African Republic,4/3/2020 22:52,8
11330,4/3/2020,,Chad,4/3/2020 22:52,8
11331,4/3/2020,,Chile,4/3/2020 22:52,3737
11332,4/3/2020,,Colombia,4/3/2020 22:52,1267
11333,4/3/2020,,Congo (Brazzaville),4/3/2020 22:52,22
11334,4/3/2020,,Congo (Kinshasa),4/3/2020 22:52,134
11335,4/3/2020,,Costa Rica,4/3/2020 22:52,416
11336,4/3/2020,,Croatia,4/3/2020 22:52,1079
11337,4/3/2020,,Cuba,4/3/2020 22:52,269
11338,4/3/2020,,Cyprus,4/3/2020 22:52,396
11339,4/3/2020,,Czech Republic,4/3/2020 22:52,4091
11340,4/3/2020,,Denmark,4/3/2020 22:52,3757
11341,4/3/2020,,Diamond Princess,4/3/2020 22:52,712
11342,4/3/2020,,Djibouti,4/3/2020 22:52,49
11343,4/3/2020,,Dominica,4/3/2020 22:52,12
11344,4/3/2020,,Dominican Republic,4/3/2020 22:52,1488
11345,4/3/2020,,Ecuador,4/3/2020 22:52,3368
11346,4/3/2020,,Egypt,4/3/2020 22:52,985
11347,4/3/2020,,El Salvador,4/3/2020 22:52,46
11348,4/3/2020,,Equatorial Guinea,4/3/2020 22:52,16
11349,4/3/2020,,Eritrea,4/3/2020 22:52,22
11350,4/3/2020,,Estonia,4/3/2020 22:52,961
11351,4/3/2020,,Eswatini,4/3/2020 22:52,9
11352,4/3/2020,,Ethiopia,4/3/2020 22:52,35
11353,4/3/2020,,Fiji,4/3/2020 22:52,7
11354,4/3/2020,,Finland,4/3/2020 22:52,1615
11355,4/3/2020,,France,4/3/2020 22:52,64338
11356,4/3/2020,,Gabon,4/3/2020 22:52,21
11357,4/3/2020,,Gambia,4/3/2020 22:52,4
11358,4/3/2020,,Georgia,4/3/2020 22:52,155
11359,4/3/2020,,Germany,4/3/2020 22:52,91159
11360,4/3/2020,,Ghana,4/3/2020 22:52,205
11361,4/3/2020,,Greece,4/3/2020 22:52,1613
11362,4/3/2020,,Grenada,4/3/2020 22:52,12
11363,4/3/2020,,Guatemala,4/3/2020 22:52,50
11364,4/3/2020,,Guinea,4/3/2020 22:52,73
11365,4/3/2020,,Guinea-Bissau,4/3/2020 22:52,15
11366,4/3/2020,,Guyana,4/3/2020 22:52,23
11367,4/3/2020,,Haiti,4/3/2020 22:52,18
11368,4/3/2020,,Holy See,4/3/2020 22:52,7
11369,4/3/2020,,Honduras,4/3/2020 22:52,222
11370,4/3/2020,,Hungary,4/3/2020 22:52,623
11371,4/3/2020,,Iceland,4/3/2020 22:52,1364
11372,4/3/2020,,India,4/3/2020 22:52,2567
11373,4/3/2020,,Indonesia,4/3/2020 22:52,1986
11374,4/3/2020,,Iran,4/3/2020 22:52,53183
11375,4/3/2020,,Iraq,4/3/2020 22:52,820
11376,4/3/2020,,Ireland,4/3/2020 22:52,4273
11377,4/3/2020,,Israel,4/3/2020 22:52,7428
11378,4/3/2020,,Italy,4/3/2020 22:52,119827
11379,4/3/2020,,Ivory Coast,4/3/2020 22:52,218
11380,4/3/2020,,Jamaica,4/3/2020 22:52,47
11381,4/3/2020,,Japan,4/3/2020 22:52,2617
11382,4/3/2020,,Jordan,4/3/2020 22:52,310
11383,4/3/2020,,Kazakhstan,4/3/2020 22:52,464
11384,4/3/2020,,Kenya,4/3/2020 22:52,122
11385,4/3/2020,,Kosovo,4/3/2020 22:52,126
11386,4/3/2020,,Kuwait,4/3/2020 22:52,417
11387,4/3/2020,,Kyrgyzstan,4/3/2020 22:52,130
11388,4/3/2020,,Laos,4/3/2020 22:52,10
11389,4/3/2020,,Latvia,4/3/2020 22:52,493
11390,4/3/2020,,Lebanon,4/3/2020 22:52,508
11391,4/3/2020,,Liberia,4/3/2020 22:52,7
11392,4/3/2020,,Libya,4/3/2020 22:52,11
11393,4/3/2020,,Liechtenstein,4/3/2020 22:52,75
11394,4/3/2020,,Lithuania,4/3/2020 22:52,696
11395,4/3/2020,,Luxembourg,4/3/2020 22:52,2612
11396,4/3/2020,,MS Zaandam,4/3/2020 22:52,9
11397,4/3/2020,,Madagascar,4/3/2020 22:52,70
11398,4/3/2020,,Malawi,4/3/2020 22:52,3
11399,4/3/2020,,Malaysia,4/3/2020 22:52,3333
11400,4/3/2020,,Maldives,4/3/2020 22:52,19
11401,4/3/2020,,Mali,4/3/2020 22:52,39
11402,4/3/2020,,Malta,4/3/2020 22:52,202
11403,4/3/2020,,Mauritania,4/3/2020 22:52,6
11404,4/3/2020,,Mauritius,4/3/2020 22:52,186
11405,4/3/2020,,Mexico,4/3/2020 22:52,1510
11406,4/3/2020,,Moldova,4/3/2020 22:52,591
11407,4/3/2020,,Monaco,4/3/2020 22:52,64
11408,4/3/2020,,Mongolia,4/3/2020 22:52,14
11409,4/3/2020,,Montenegro,4/3/2020 22:52,174
11410,4/3/2020,,Morocco,4/3/2020 22:52,791
11411,4/3/2020,,Mozambique,4/3/2020 22:52,10
11412,4/3/2020,,Namibia,4/3/2020 22:52,14
11413,4/3/2020,,Nepal,4/3/2020 22:52,6
11414,4/3/2020,,Netherlands,4/3/2020 22:52,15723
11415,4/3/2020,,New Zealand,4/3/2020 22:52,868
11416,4/3/2020,,Nicaragua,4/3/2020 22:52,5
11417,4/3/2020,,Niger,4/3/2020 22:52,120
11418,4/3/2020,,Nigeria,4/3/2020 22:52,210
11419,4/3/2020,,North Macedonia,4/3/2020 22:52,430
11420,4/3/2020,,Norway,4/3/2020 22:52,5370
11421,4/3/2020,,Oman,4/3/2020 22:52,252
11422,4/3/2020,,Pakistan,4/3/2020 22:52,2686
11423,4/3/2020,,Panama,4/3/2020 22:52,1475
11424,4/3/2020,,Papua New Guinea,4/3/2020 22:52,1
11425,4/3/2020,,Paraguay,4/3/2020 22:52,92
11426,4/3/2020,,Peru,4/3/2020 22:52,1595
11427,4/3/2020,,Philippines,4/3/2020 22:52,3018
11428,4/3/2020,,Poland,4/3/2020 22:52,3383
11429,4/3/2020,,Portugal,4/3/2020 22:52,9886
11430,4/3/2020,,Qatar,4/3/2020 22:52,1075
11431,4/3/2020,,Romania,4/3/2020 22:52,3183
11432,4/3/2020,,Russia,4/3/2020 22:52,4149
11433,4/3/2020,,Rwanda,4/3/2020 22:52,89
11434,4/3/2020,,Saint Kitts and Nevis,4/3/2020 22:52,9
11435,4/3/2020,,Saint Lucia,4/3/2020 22:52,13
11436,4/3/2020,,Saint Vincent and the Grenadines,4/3/2020 22:52,3
11437,4/3/2020,,San Marino,4/3/2020 22:52,245
11438,4/3/2020,,Saudi Arabia,4/3/2020 22:52,2039
11439,4/3/2020,,Senegal,4/3/2020 22:52,207
11440,4/3/2020,,Serbia,4/3/2020 22:52,1476
11441,4/3/2020,,Seychelles,4/3/2020 22:52,10
11442,4/3/2020,,Sierra Leone,4/3/2020 22:52,2
11443,4/3/2020,,Singapore,4/3/2020 22:52,1114
11444,4/3/2020,,Slovakia,4/3/2020 22:52,450
11445,4/3/2020,,Slovenia,4/3/2020 22:52,934
11446,4/3/2020,,Somalia,4/3/2020 22:52,7
11447,4/3/2020,,South Africa,4/3/2020 22:52,1505
11448,4/3/2020,,South Korea,4/3/2020 22:52,10062
11449,4/3/2020,,Spain,4/3/2020 22:52,119199
11450,4/3/2020,,Sri Lanka,4/3/2020 22:52,159
11451,4/3/2020,,Sudan,4/3/2020 22:52,10
11452,4/3/2020,,Suriname,4/3/2020 22:52,10
11453,4/3/2020,,Sweden,4/3/2020 22:52,6131
11454,4/3/2020,,Switzerland,4/3/2020 22:52,19606
11455,4/3/2020,,Syria,4/3/2020 22:52,16
11456,4/3/2020,,Taiwan,4/3/2020 22:52,348
11457,4/3/2020,,Tanzania,4/3/2020 22:52,20
11458,4/3/2020,,Thailand,4/3/2020 22:52,1978
11459,4/3/2020,,Timor-Leste,4/3/2020 22:52,1
11460,4/3/2020,,Togo,4/3/2020 22:52,40
11461,4/3/2020,,Trinidad and Tobago,4/3/2020 22:52,98
11462,4/3/2020,,Tunisia,4/3/2020 22:52,495
11463,4/3/2020,,Turkey,4/3/2020 22:52,20921
11464,4/3/2020,,UK,4/3/2020 22:52,38168
11465,4/3/2020,,Uganda,4/3/2020 22:52,48
11466,4/3/2020,,Ukraine,4/3/2020 22:52,1072
11467,4/3/2020,,United Arab Emirates,4/3/2020 22:52,1264
11468,4/3/2020,,Uruguay,4/3/2020 22:52,369
11469,4/3/2020,,Uzbekistan,4/3/2020 22:52,227
11470,4/3/2020,,Venezuela,4/3/2020 22:52,153
11471,4/3/2020,,Vietnam,4/3/2020 22:52,237
11472,4/3/2020,,West Bank and Gaza,4/3/2020 22:52,194
11473,4/3/2020,,Zambia,4/3/2020 22:52,39
11474,4/3/2020,,Zimbabwe,4/3/2020 22:52,9
11475,4/3/2020,Alabama,US,4/3/2020 22:52,1495
11476,4/3/2020,Alaska,US,4/3/2020 22:52,157
11477,4/3/2020,Alberta,Canada,4/3/2020 22:52,969
11478,4/3/2020,Anguilla,UK,4/3/2020 22:52,3
11479,4/3/2020,Anhui,Mainland China,4/3/2020 22:52,990
11480,4/3/2020,Arizona,US,4/3/2020 22:52,1937
11481,4/3/2020,Arkansas,US,4/3/2020 22:52,704
11482,4/3/2020,Aruba,Netherlands,4/3/2020 22:52,62
11483,4/3/2020,Australian Capital Territory,Australia,4/3/2020 22:52,91
11484,4/3/2020,Beijing,Mainland China,4/3/2020 22:52,584
11485,4/3/2020,Bermuda,UK,4/3/2020 22:52,35
11486,4/3/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,4/3/2020 22:52,2
